,Entity,Code,Year,Population (historical)
3046,Asia,,1954,1488418594
3047,Asia,,1955,1523146412
3048,Asia,,1956,1558262812
3049,Asia,,1957,1594675240
3050,Asia,,1958,1631866814
3051,Asia,,1959,1664697435
3052,Asia,,1960,1691762689
3053,Asia,,1961,1718156542
3054,Asia,,1962,1753318917
3055,Asia,,1963,1799305118
3056,Asia,,1964,1847441779
3057,Asia,,1965,1894030096
3058,Asia,,1966,1940186410
3059,Asia,,1967,1986308204
3060,Asia,,1968,2034769705
3061,Asia,,1969,2085428644
3062,Asia,,1970,2136911800
3063,Asia,,1971,2187672734
3064,Asia,,1972,2237825637
3065,Asia,,1973,2288852578
3066,Asia,,1974,2339398093
3067,Asia,,1975,2388510796
3068,Asia,,1976,2436467523
3069,Asia,,1977,2484229194
3070,Asia,,1978,2531837751
3071,Asia,,1979,2580755579
3072,Asia,,1980,2631643578
3073,Asia,,1981,2683999130
3074,Asia,,1982,2738669561
3075,Asia,,1983,2794057024
3076,Asia,,1984,2849479890
3077,Asia,,1985,2906232637
3078,Asia,,1986,2964898212
3079,Asia,,1987,3025641761
3080,Asia,,1988,3086642984
3081,Asia,,1989,3147693774
3082,Asia,,1990,3209094416
3083,Asia,,1991,3268207591
3084,Asia,,1992,3324812376
3085,Asia,,1993,3380039932
3086,Asia,,1994,3433680246
3087,Asia,,1995,3486817941
3088,Asia,,1996,3539849815
3089,Asia,,1997,3592367924
3090,Asia,,1998,3644341777
3091,Asia,,1999,3695620593
3092,Asia,,2000,3746832774
3093,Asia,,2001,3797954098
3094,Asia,,2002,3847359676
3095,Asia,,2003,3895799452
3096,Asia,,2004,3944378409
3097,Asia,,2005,3992890562
3098,Asia,,2006,4041771421
3099,Asia,,2007,4090564354
3100,Asia,,2008,4139267473
3101,Asia,,2009,4188829442
3102,Asia,,2010,4238694946
3103,Asia,,2011,4288349990
3104,Asia,,2012,4338443549
3105,Asia,,2013,4387757389
3106,Asia,,2014,4435744582
3107,Asia,,2015,4482088478
3108,Asia,,2016,4527178156
3109,Asia,,2017,4571224662
3110,Asia,,2018,4612352863
3111,Asia,,2019,4651098712
3112,Asia,,2020,4686811205
3113,Asia,,2021,4716999175
3114,Asia,,2022,4746329726
3115,Asia,,2023,4776659632
3116,Asia (UN),,1950,1368075411
3117,Asia (UN),,1951,1394810949
3118,Asia (UN),,1952,1424440987
3119,Asia (UN),,1953,1456150768
3120,Asia (UN),,1954,1488943455
3121,Asia (UN),,1955,1523680044
3122,Asia (UN),,1956,1558805650
3123,Asia (UN),,1957,1595227779
3124,Asia (UN),,1958,1632429840
3125,Asia (UN),,1959,1665271765
3126,Asia (UN),,1960,1692348915
3127,Asia (UN),,1961,1718751809
3128,Asia (UN),,1962,1753920101
3129,Asia (UN),,1963,1799912159
3130,Asia (UN),,1964,1848054069
3131,Asia (UN),,1965,1894647591
3132,Asia (UN),,1966,1940809582
3133,Asia (UN),,1967,1986937252
3134,Asia (UN),,1968,2035404656
3135,Asia (UN),,1969,2086069569
3136,Asia (UN),,1970,2137559048
3137,Asia (UN),,1971,2188326576
3138,Asia (UN),,1972,2238486523
3139,Asia (UN),,1973,2289518342
3140,Asia (UN),,1974,2340061189
3141,Asia (UN),,1975,2389170024
3142,Asia (UN),,1976,2437129378
3143,Asia (UN),,1977,2484896158
3144,Asia (UN),,1978,2532509773
3145,Asia (UN),,1979,2581432946
3146,Asia (UN),,1980,2632326534
3147,Asia (UN),,1981,2684687855
3148,Asia (UN),,1982,2739365858
3149,Asia (UN),,1983,2794764059
3150,Asia (UN),,1984,2850199037
3151,Asia (UN),,1985,2906963725
3152,Asia (UN),,1986,2965641162
3153,Asia (UN),,1987,3026396349
3154,Asia (UN),,1988,3087408996
3155,Asia (UN),,1989,3148471009
3156,Asia (UN),,1990,3209882591
3157,Asia (UN),,1991,3269006373
3158,Asia (UN),,1992,3325622591
3159,Asia (UN),,1993,3380865819
3160,Asia (UN),,1994,3434524779
3161,Asia (UN),,1995,3487680513
3162,Asia (UN),,1996,3540729989
3163,Asia (UN),,1997,3593265328
3164,Asia (UN),,1998,3645256154
3165,Asia (UN),,1999,3696551685
3166,Asia (UN),,2000,3747780316
3167,Asia (UN),,2001,3798918117
3168,Asia (UN),,2002,3848340943
3169,Asia (UN),,2003,3896798937
3170,Asia (UN),,2004,3945396131
3171,Asia (UN),,2005,3993926571
3172,Asia (UN),,2006,4042825697
3173,Asia (UN),,2007,4091636910
3174,Asia (UN),,2008,4140358378
3175,Asia (UN),,2009,4189938692
3176,Asia (UN),,2010,4239822679
3177,Asia (UN),,2011,4289496392
3178,Asia (UN),,2012,4339608796
3179,Asia (UN),,2013,4388941163
3180,Asia (UN),,2014,4436946301
3181,Asia (UN),,2015,4483307887
3182,Asia (UN),,2016,4528415170
3183,Asia (UN),,2017,4572478790
3184,Asia (UN),,2018,4613623524
3185,Asia (UN),,2019,4652385277
3186,Asia (UN),,2020,4688113349
3187,Asia (UN),,2021,4718316356
3188,Asia (UN),,2022,4747661012
3189,Asia (UN),,2023,4778004495
3190,Asia (excl. China and India),,-10000,881661
3191,Asia (excl. China and India),,-9000,1143895
3192,Asia (excl. China and India),,-8000,1472826
3193,Asia (excl. China and India),,-7000,1925475
3194,Asia (excl. China and India),,-6000,2686660
3195,Asia (excl. China and India),,-5000,4136093
3196,Asia (excl. China and India),,-4000,6448497
3197,Asia (excl. China and India),,-3000,9247195
3198,Asia (excl. China and India),,-2000,14655921
3199,Asia (excl. China and India),,-1000,21728390
3200,Asia (excl. China and India),,0,32778080
3201,Asia (excl. China and India),,100,36289476
3202,Asia (excl. China and India),,200,40182828
3203,Asia (excl. China and India),,300,43564388
3204,Asia (excl. China and India),,400,44363236
3205,Asia (excl. China and India),,500,45797272
3206,Asia (excl. China and India),,600,47649760
3207,Asia (excl. China and India),,700,51411064
3208,Asia (excl. China and India),,800,54983628
3209,Asia (excl. China and India),,900,59256072
3210,Asia (excl. China and India),,1000,60102144
3211,Asia (excl. China and India),,1100,62070368
3212,Asia (excl. China and India),,1200,67476912
3213,Asia (excl. China and India),,1300,67122256
3214,Asia (excl. China and India),,1400,72190336
3215,Asia (excl. China and India),,1500,81376656
3216,Asia (excl. China and India),,1600,101067288
3217,Asia (excl. China and India),,1700,122488176
3218,Asia (excl. China and India),,1710,126883136
3219,Asia (excl. China and India),,1720,129314840
3220,Asia (excl. China and India),,1730,131816704
3221,Asia (excl. China and India),,1740,134392480
3222,Asia (excl. China and India),,1750,137046176
3223,Asia (excl. China and India),,1760,139982112
3224,Asia (excl. China and India),,1770,143004832
3225,Asia (excl. China and India),,1780,146119296
3226,Asia (excl. China and India),,1790,149330736
3227,Asia (excl. China and India),,1800,152644800
3228,Asia (excl. China and India),,1810,157842384
3229,Asia (excl. China and India),,1820,163449232
3230,Asia (excl. China and India),,1830,170146944
3231,Asia (excl. China and India),,1840,177210688
3232,Asia (excl. China and India),,1850,184581296
3233,Asia (excl. China and India),,1860,197389952
3234,Asia (excl. China and India),,1870,210600832
3235,Asia (excl. China and India),,1880,228040080
3236,Asia (excl. China and India),,1890,247739664
3237,Asia (excl. China and India),,1900,269628672
3238,Asia (excl. China and India),,1910,298306784
3239,Asia (excl. China and India),,1920,333685248
3240,Asia (excl. China and India),,1930,374440000
3241,Asia (excl. China and India),,1940,425830912
3242,Asia (excl. China and India),,1950,472492608
3243,Asia (excl. China and India),,1951,482570176
3244,Asia (excl. China and India),,1952,492444864
3245,Asia (excl. China and India),,1953,502907104
3246,Asia (excl. China and India),,1954,513989152
3247,Asia (excl. China and India),,1955,525701408
3248,Asia (excl. China and India),,1956,538030976
3249,Asia (excl. China and India),,1957,550943232
3250,Asia (excl. China and India),,1958,564385088
3251,Asia (excl. China and India),,1959,578290560
3252,Asia (excl. China and India),,1960,592598208
3253,Asia (excl. China and India),,1961,607267008
3254,Asia (excl. China and India),,1962,622299328
3255,Asia (excl. China and India),,1963,637740736
3256,Asia (excl. China and India),,1964,653663296
3257,Asia (excl. China and India),,1965,670107776
3258,Asia (excl. China and India),,1966,687092352
3259,Asia (excl. China and India),,1967,704564416
3260,Asia (excl. China and India),,1968,722409088
3261,Asia (excl. China and India),,1969,740471936
3262,Asia (excl. China and India),,1970,758641344
3263,Asia (excl. China and India),,1971,777905408
3264,Asia (excl. China and India),,1972,797185536
3265,Asia (excl. China and India),,1973,816476480
3266,Asia (excl. China and India),,1974,835769728
3267,Asia (excl. China and India),,1975,855059072
3268,Asia (excl. China and India),,1976,874674496
3269,Asia (excl. China and India),,1977,894287808
3270,Asia (excl. China and India),,1978,913899456
3271,Asia (excl. China and India),,1979,933512320
3272,Asia (excl. China and India),,1980,953128576
3273,Asia (excl. China and India),,1981,975398272
3274,Asia (excl. China and India),,1982,997670720
3275,Asia (excl. China and India),,1983,1019946368
3276,Asia (excl. China and India),,1984,1042225024
3277,Asia (excl. China and India),,1985,1064506496
3278,Asia (excl. China and India),,1986,1087435008
3279,Asia (excl. China and India),,1987,1110367488
3280,Asia (excl. China and India),,1988,1133304832
3281,Asia (excl. China and India),,1989,1156249088
3282,Asia (excl. China and India),,1990,1179201536
3283,Asia (excl. China and India),,1991,1201470848
3284,Asia (excl. China and India),,1992,1223748352
3285,Asia (excl. China and India),,1993,1246032768
3286,Asia (excl. China and India),,1994,1268324224
3287,Asia (excl. China and India),,1995,1290621824
3288,Asia (excl. China and India),,1996,1311356032
3289,Asia (excl. China and India),,1997,1332095744
3290,Asia (excl. China and India),,1998,1352834688
3291,Asia (excl. China and India),,1999,1373564032
3292,Asia (excl. China and India),,2000,1394278144
3293,Asia (excl. China and India),,2001,1414560640
3294,Asia (excl. China and India),,2002,1434827392
3295,Asia (excl. China and India),,2003,1455085696
3296,Asia (excl. China and India),,2004,1475345408
3297,Asia (excl. China and India),,2005,1495613952
3298,Asia (excl. China and India),,2006,1515745664
3299,Asia (excl. China and India),,2007,1535886592
3300,Asia (excl. China and India),,2008,1556035456
3301,Asia (excl. China and India),,2009,1576189568
3302,Asia (excl. China and India),,2010,1597083136
3303,Asia (excl. China and India),,2011,1616812416
3304,Asia (excl. China and India),,2012,1635507328
3305,Asia (excl. China and India),,2013,1655209600
3306,Asia (excl. China and India),,2014,1674412928
3307,Asia (excl. China and India),,2015,1693619072
3308,Asia (excl. China and India),,2016,1712843008
3309,Asia (excl. China and India),,2017,1732068480
3310,Asia (excl. China and India),,2018,1751295744
3311,Asia (excl. China and India),,2019,1770525184
3312,Asia (excl. China and India),,2020,1788807936
3313,Asia (excl. China and India),,2021,1806393856
3314,Asia (excl. China and India),,2022,1822759552
3315,Asia (excl. China and India),,2023,1839126400
3316,Australia,AUS,-10000,314500
3317,Australia,AUS,-9000,314500
3318,Australia,AUS,-8000,314501
3319,Australia,AUS,-7000,314501
3320,Australia,AUS,-6000,314501
3321,Australia,AUS,-5000,314502
3322,Australia,AUS,-4000,314502
3323,Australia,AUS,-3000,314503
3324,Australia,AUS,-2000,314503
3325,Australia,AUS,-1000,314504
3326,Australia,AUS,0,314506
3327,Australia,AUS,100,314509
3328,Australia,AUS,200,314513
3329,Australia,AUS,300,314520
3330,Australia,AUS,400,314530
3331,Australia,AUS,500,314546
3332,Australia,AUS,600,314569
3333,Australia,AUS,700,314604
3334,Australia,AUS,800,314656
3335,Australia,AUS,900,314734
3336,Australia,AUS,1000,314851
3337,Australia,AUS,1100,315026
3338,Australia,AUS,1200,315290
3339,Australia,AUS,1300,315685
3340,Australia,AUS,1400,316277
3341,Australia,AUS,1500,317166
3342,Australia,AUS,1600,318500
3343,Australia,AUS,1700,314500
3344,Australia,AUS,1710,314500
3345,Australia,AUS,1720,314500
3346,Australia,AUS,1730,314500
3347,Australia,AUS,1740,314500
3348,Australia,AUS,1750,314500
3349,Australia,AUS,1760,314500
3350,Australia,AUS,1770,314667
3351,Australia,AUS,1780,315087
3352,Australia,AUS,1790,316556
3353,Australia,AUS,1800,200000
3354,Australia,AUS,1801,205195
3355,Australia,AUS,1802,210524
3356,Australia,AUS,1803,215992
3357,Australia,AUS,1804,221602
3358,Australia,AUS,1805,227357
3359,Australia,AUS,1806,233263
3360,Australia,AUS,1807,239321
3361,Australia,AUS,1808,245537
3362,Australia,AUS,1809,251914
3363,Australia,AUS,1810,258627
3364,Australia,AUS,1811,265344
3365,Australia,AUS,1812,272236
3366,Australia,AUS,1813,279307
3367,Australia,AUS,1814,286561
3368,Australia,AUS,1815,294004
3369,Australia,AUS,1816,301640
3370,Australia,AUS,1817,309474
3371,Australia,AUS,1818,317512
3372,Australia,AUS,1819,323943
3373,Australia,AUS,1820,328728
3374,Australia,AUS,1821,331827
3375,Australia,AUS,1822,333197
3376,Australia,AUS,1823,332795
3377,Australia,AUS,1824,332395
3378,Australia,AUS,1825,331994
3379,Australia,AUS,1826,331595
3380,Australia,AUS,1827,331195
3381,Australia,AUS,1828,330797
3382,Australia,AUS,1829,332089
3383,Australia,AUS,1830,335111
3384,Australia,AUS,1831,339904
3385,Australia,AUS,1832,346508
3386,Australia,AUS,1833,354966
3387,Australia,AUS,1834,363631
3388,Australia,AUS,1835,372507
3389,Australia,AUS,1836,381599
3390,Australia,AUS,1837,390914
3391,Australia,AUS,1838,400456
3392,Australia,AUS,1839,411303
3393,Australia,AUS,1840,423526
3394,Australia,AUS,1841,437202
3395,Australia,AUS,1842,452407
3396,Australia,AUS,1843,469223
3397,Australia,AUS,1844,486665
3398,Australia,AUS,1845,504755
3399,Australia,AUS,1846,523518
3400,Australia,AUS,1847,542978
3401,Australia,AUS,1848,563161
3402,Australia,AUS,1849,589474
3403,Australia,AUS,1850,622584
3404,Australia,AUS,1851,663068
3405,Australia,AUS,1852,711848
3406,Australia,AUS,1853,769782
3407,Australia,AUS,1854,832431
3408,Australia,AUS,1855,900179
3409,Australia,AUS,1856,973440
3410,Australia,AUS,1857,1052664
3411,Australia,AUS,1858,1138335
3412,Australia,AUS,1859,1217207
3413,Australia,AUS,1860,1288324
3414,Australia,AUS,1861,1350642
3415,Australia,AUS,1862,1403020
3416,Australia,AUS,1863,1444212
3417,Australia,AUS,1864,1486613
3418,Australia,AUS,1865,1530259
3419,Australia,AUS,1866,1575186
3420,Australia,AUS,1867,1621432
3421,Australia,AUS,1868,1669036
3422,Australia,AUS,1869,1715197
3423,Australia,AUS,1870,1759814
3424,Australia,AUS,1871,1802779
3425,Australia,AUS,1872,1843982
3426,Australia,AUS,1873,1883307
3427,Australia,AUS,1874,1923471
3428,Australia,AUS,1875,1964491
3429,Australia,AUS,1876,2006386
3430,Australia,AUS,1877,2049174
3431,Australia,AUS,1878,2092875
3432,Australia,AUS,1879,2143490
3433,Australia,AUS,1880,2201376
3434,Australia,AUS,1881,2266902
3435,Australia,AUS,1882,2340455
3436,Australia,AUS,1883,2422437
3437,Australia,AUS,1884,2507291
3438,Australia,AUS,1885,2595117
3439,Australia,AUS,1886,2686019
3440,Australia,AUS,1887,2780105
3441,Australia,AUS,1888,2877486
3442,Australia,AUS,1889,2968103
3443,Australia,AUS,1890,3051532
3444,Australia,AUS,1891,3127332
3445,Australia,AUS,1892,3195043
3446,Australia,AUS,1893,3254185
3447,Australia,AUS,1894,3314421
3448,Australia,AUS,1895,3375772
3449,Australia,AUS,1896,3438259
3450,Australia,AUS,1897,3501902
3451,Australia,AUS,1898,3566723
3452,Australia,AUS,1899,3630550
3453,Australia,AUS,1900,3693331
3454,Australia,AUS,1901,3755013
3455,Australia,AUS,1902,3815541
3456,Australia,AUS,1903,3874858
3457,Australia,AUS,1904,3935097
3458,Australia,AUS,1905,3996273
3459,Australia,AUS,1906,4058399
3460,Australia,AUS,1907,4121490
3461,Australia,AUS,1908,4185562
3462,Australia,AUS,1909,4254685
3463,Australia,AUS,1910,4329018
3464,Australia,AUS,1911,4408726
3465,Australia,AUS,1912,4493975
3466,Australia,AUS,1913,4584938
3467,Australia,AUS,1914,4677743
3468,Australia,AUS,1915,4772426
3469,Australia,AUS,1916,4869025
3470,Australia,AUS,1917,4967579
3471,Australia,AUS,1918,5069291
3472,Australia,AUS,1919,5171552
3473,Australia,AUS,1920,5274343
3474,Australia,AUS,1921,5377647
3475,Australia,AUS,1922,5481442
3476,Australia,AUS,1923,5585709
3477,Australia,AUS,1924,5691958
3478,Australia,AUS,1925,5800229
3479,Australia,AUS,1926,5910560
3480,Australia,AUS,1927,6022989
3481,Australia,AUS,1928,6137556
3482,Australia,AUS,1929,6240926
3483,Australia,AUS,1930,6332771
3484,Australia,AUS,1931,6412756
3485,Australia,AUS,1932,6480541
3486,Australia,AUS,1933,6535776
3487,Australia,AUS,1934,6591481
3488,Australia,AUS,1935,6647662
3489,Australia,AUS,1936,6704321
3490,Australia,AUS,1937,6761463
3491,Australia,AUS,1938,6819092
3492,Australia,AUS,1939,6887821
3493,Australia,AUS,1940,6967916
3494,Australia,AUS,1941,7059648
3495,Australia,AUS,1942,7163293
3496,Australia,AUS,1943,7279134
3497,Australia,AUS,1944,7396847
3498,Australia,AUS,1945,7516465
3499,Australia,AUS,1946,7638016
3500,Australia,AUS,1947,7761534
3501,Australia,AUS,1948,7887049
3502,Australia,AUS,1949,8025441
3503,Australia,AUS,1950,8176751
3504,Australia,AUS,1951,8418614
3505,Australia,AUS,1952,8630704
3506,Australia,AUS,1953,8816084
3507,Australia,AUS,1954,8999382
3508,Australia,AUS,1955,9205190
3509,Australia,AUS,1956,9424661
3510,Australia,AUS,1957,9638771
3511,Australia,AUS,1958,9847636
3512,Australia,AUS,1959,10060034
3513,Australia,AUS,1960,10280815
3514,Australia,AUS,1961,10500443
3515,Australia,AUS,1962,10707235
3516,Australia,AUS,1963,10913271
3517,Australia,AUS,1964,11128257
3518,Australia,AUS,1965,11357478
3519,Australia,AUS,1966,11592486
3520,Australia,AUS,1967,11810519
3521,Australia,AUS,1968,12030011
3522,Australia,AUS,1969,12272387
3523,Australia,AUS,1970,12599414
3524,Australia,AUS,1971,12997962
3525,Australia,AUS,1972,13304896
3526,Australia,AUS,1973,13518687
3527,Australia,AUS,1974,13719499
3528,Australia,AUS,1975,13893985
3529,Australia,AUS,1976,14046757
3530,Australia,AUS,1977,14203512
3531,Australia,AUS,1978,14367097
3532,Australia,AUS,1979,14533034
3533,Australia,AUS,1980,14721343
3534,Australia,AUS,1981,14949209
3535,Australia,AUS,1982,15192485
3536,Australia,AUS,1983,15414891
3537,Australia,AUS,1984,15620650
3538,Australia,AUS,1985,15835742
3539,Australia,AUS,1986,16069630
3540,Australia,AUS,1987,16322272
3541,Australia,AUS,1988,16594102
3542,Australia,AUS,1989,16869361
3543,Australia,AUS,1990,17126301
3544,Australia,AUS,1991,17353191
3545,Australia,AUS,1992,17549282
3546,Australia,AUS,1993,17722905
3547,Australia,AUS,1994,17897430
3548,Australia,AUS,1995,18095338
3549,Australia,AUS,1996,18305299
3550,Australia,AUS,1997,18504909
3551,Australia,AUS,1998,18701707
3552,Australia,AUS,1999,18909979
3553,Australia,AUS,2000,19132473
3554,Australia,AUS,2001,19365437
3555,Australia,AUS,2002,19595357
3556,Australia,AUS,2003,19819450
3557,Australia,AUS,2004,20046680
3558,Australia,AUS,2005,20294490
3559,Australia,AUS,2006,20590565
3560,Australia,AUS,2007,20954545
3561,Australia,AUS,2008,21370595
3562,Australia,AUS,2009,21783014
3563,Australia,AUS,2010,22141583
3564,Australia,AUS,2011,22479778
3565,Australia,AUS,2012,22852649
3566,Australia,AUS,2013,23236271
3567,Australia,AUS,2014,23595599
3568,Australia,AUS,2015,23947998
3569,Australia,AUS,2016,24329961
3570,Australia,AUS,2017,24731044
3571,Australia,AUS,2018,25119700
3572,Australia,AUS,2019,25482714
3573,Australia,AUS,2020,25743787
3574,Australia,AUS,2021,25956416
3575,Australia,AUS,2022,26200987
3576,Australia,AUS,2023,26451125
3577,Austria,AUT,-10000,1465
3578,Austria,AUT,-9000,1625
3579,Austria,AUT,-8000,1802
3580,Austria,AUT,-7000,2000
3581,Austria,AUT,-6000,3000
3582,Austria,AUT,-5000,4000
3583,Austria,AUT,-4000,10000
3584,Austria,AUT,-3000,20000
3585,Austria,AUT,-2000,60000
3586,Austria,AUT,-1000,100000
3587,Austria,AUT,0,500000
3588,Austria,AUT,100,550000
3589,Austria,AUT,200,600000
3590,Austria,AUT,300,550000
3591,Austria,AUT,400,500000
3592,Austria,AUT,500,450000
3593,Austria,AUT,600,400000
3594,Austria,AUT,700,450000
3595,Austria,AUT,800,500000
3596,Austria,AUT,900,600000
3597,Austria,AUT,1000,700000
3598,Austria,AUT,1100,900000
3599,Austria,AUT,1200,1250000
3600,Austria,AUT,1300,2000000
3601,Austria,AUT,1400,1250000
3602,Austria,AUT,1500,2000000
3603,Austria,AUT,1600,2100000
3604,Austria,AUT,1700,2120000
3605,Austria,AUT,1710,2232611
3606,Austria,AUT,1720,2345222
3607,Austria,AUT,1730,2457833
3608,Austria,AUT,1740,2570444
3609,Austria,AUT,1750,2683055
3610,Austria,AUT,1760,2783738
3611,Austria,AUT,1770,2876469
3612,Austria,AUT,1780,2969200
3613,Austria,AUT,1790,3045800
3614,Austria,AUT,1800,3000000
3615,Austria,AUT,1801,3017451
3616,Austria,AUT,1802,3035004
3617,Austria,AUT,1803,3052658
3618,Austria,AUT,1804,3070416
3619,Austria,AUT,1805,3088277
3620,Austria,AUT,1806,3106241
3621,Austria,AUT,1807,3124310
3622,Austria,AUT,1808,3142485
3623,Austria,AUT,1809,3160765
3624,Austria,AUT,1810,3179258
3625,Austria,AUT,1811,3197752
3626,Austria,AUT,1812,3216353
3627,Austria,AUT,1813,3235063
3628,Austria,AUT,1814,3253881
3629,Austria,AUT,1815,3272809
3630,Austria,AUT,1816,3291847
3631,Austria,AUT,1817,3310996
3632,Austria,AUT,1818,3330256
3633,Austria,AUT,1819,3349015
3634,Austria,AUT,1820,3367266
3635,Austria,AUT,1821,3385004
3636,Austria,AUT,1822,3402223
3637,Austria,AUT,1823,3418916
3638,Austria,AUT,1824,3435691
3639,Austria,AUT,1825,3452549
3640,Austria,AUT,1826,3469489
3641,Austria,AUT,1827,3486512
3642,Austria,AUT,1828,3503619
3643,Austria,AUT,1829,3520820
3644,Austria,AUT,1830,3538115
3645,Austria,AUT,1831,3555505
3646,Austria,AUT,1832,3572991
3647,Austria,AUT,1833,3590572
3648,Austria,AUT,1834,3608240
3649,Austria,AUT,1835,3625995
3650,Austria,AUT,1836,3643838
3651,Austria,AUT,1837,3661768
3652,Austria,AUT,1838,3679786
3653,Austria,AUT,1839,3698789
3654,Austria,AUT,1840,3718786
3655,Austria,AUT,1841,3739787
3656,Austria,AUT,1842,3761804
3657,Austria,AUT,1843,3784847
3658,Austria,AUT,1844,3808031
3659,Austria,AUT,1845,3831357
3660,Austria,AUT,1846,3854826
3661,Austria,AUT,1847,3878438
3662,Austria,AUT,1848,3902195
3663,Austria,AUT,1849,3926782
3664,Austria,AUT,1850,3952208
3665,Austria,AUT,1851,3978557
3666,Austria,AUT,1852,4005766
3667,Austria,AUT,1853,4033846
3668,Austria,AUT,1854,4062123
3669,Austria,AUT,1855,4090598
3670,Austria,AUT,1856,4119272
3671,Austria,AUT,1857,4148148
3672,Austria,AUT,1858,4177226
3673,Austria,AUT,1859,4206120
3674,Austria,AUT,1860,4234828
3675,Austria,AUT,1861,4263344
3676,Austria,AUT,1862,4291666
3677,Austria,AUT,1863,4319789
3678,Austria,AUT,1864,4348096
3679,Austria,AUT,1865,4376588
3680,Austria,AUT,1866,4405267
3681,Austria,AUT,1867,4434134
3682,Austria,AUT,1868,4463191
3683,Austria,AUT,1869,4494618
3684,Austria,AUT,1870,4528451
3685,Austria,AUT,1871,4564726
3686,Austria,AUT,1872,4603478
3687,Austria,AUT,1873,4644744
3688,Austria,AUT,1874,4686380
3689,Austria,AUT,1875,4728390
3690,Austria,AUT,1876,4770776
3691,Austria,AUT,1877,4813542
3692,Austria,AUT,1878,4856691
3693,Austria,AUT,1879,4900094
3694,Austria,AUT,1880,4943751
3695,Austria,AUT,1881,4987664
3696,Austria,AUT,1882,5031834
3697,Austria,AUT,1883,5076261
3698,Austria,AUT,1884,5121081
3699,Austria,AUT,1885,5166297
3700,Austria,AUT,1886,5211912
3701,Austria,AUT,1887,5257929
3702,Austria,AUT,1888,5304353
3703,Austria,AUT,1889,5352739
3704,Austria,AUT,1890,5403121
3705,Austria,AUT,1891,5455531
3706,Austria,AUT,1892,5510005
3707,Austria,AUT,1893,5566578
3708,Austria,AUT,1894,5623731
3709,Austria,AUT,1895,5681470
3710,Austria,AUT,1896,5739803
3711,Austria,AUT,1897,5798734
3712,Austria,AUT,1898,5858271
3713,Austria,AUT,1899,5918416
3714,Austria,AUT,1900,5979176
3715,Austria,AUT,1901,6040557
3716,Austria,AUT,1902,6102565
3717,Austria,AUT,1903,6165207
3718,Austria,AUT,1904,6228492
3719,Austria,AUT,1905,6292427
3720,Austria,AUT,1906,6357018
3721,Austria,AUT,1907,6422272
3722,Austria,AUT,1908,6488195
3723,Austria,AUT,1909,6538009
3724,Austria,AUT,1910,6571587
3725,Austria,AUT,1911,6588803
3726,Austria,AUT,1912,6589530
3727,Austria,AUT,1913,6573637
3728,Austria,AUT,1914,6557782
3729,Austria,AUT,1915,6541966
3730,Austria,AUT,1916,6526188
3731,Austria,AUT,1917,6510448
3732,Austria,AUT,1918,6494625
3733,Austria,AUT,1919,6486496
3734,Austria,AUT,1920,6486069
3735,Austria,AUT,1921,6493353
3736,Austria,AUT,1922,6508355
3737,Austria,AUT,1923,6531083
3738,Austria,AUT,1924,6553892
3739,Austria,AUT,1925,6576779
3740,Austria,AUT,1926,6599747
3741,Austria,AUT,1927,6622795
3742,Austria,AUT,1928,6645923
3743,Austria,AUT,1929,6664878
3744,Austria,AUT,1930,6679644
3745,Austria,AUT,1931,6690204
3746,Austria,AUT,1932,6696542
3747,Austria,AUT,1933,6698643
3748,Austria,AUT,1934,6700745
3749,Austria,AUT,1935,6702847
3750,Austria,AUT,1936,6704950
3751,Austria,AUT,1937,6707053
3752,Austria,AUT,1938,6709158
3753,Austria,AUT,1939,6715380
3754,Austria,AUT,1940,6725734
3755,Austria,AUT,1941,6740236
3756,Austria,AUT,1942,6758902
3757,Austria,AUT,1943,6781747
3758,Austria,AUT,1944,6804668
3759,Austria,AUT,1945,6827667
3760,Austria,AUT,1946,6850744
3761,Austria,AUT,1947,6873899
3762,Austria,AUT,1948,6897132
3763,Austria,AUT,1949,6917983
3764,Austria,AUT,1950,6936454
3765,Austria,AUT,1951,6930485
3766,Austria,AUT,1952,6927254
3767,Austria,AUT,1953,6932082
3768,Austria,AUT,1954,6939893
3769,Austria,AUT,1955,6946661
3770,Austria,AUT,1956,6952266
3771,Austria,AUT,1957,6965837
3772,Austria,AUT,1958,6987344
3773,Austria,AUT,1959,7014269
3774,Austria,AUT,1960,7047274
3775,Austria,AUT,1961,7086061
3776,Austria,AUT,1962,7129580
3777,Austria,AUT,1963,7175502
3778,Austria,AUT,1964,7223393
3779,Austria,AUT,1965,7270413
3780,Austria,AUT,1966,7321523
3781,Austria,AUT,1967,7376293
3782,Austria,AUT,1968,7414628
3783,Austria,AUT,1969,7440308
3784,Austria,AUT,1970,7466321
3785,Austria,AUT,1971,7499636
3786,Austria,AUT,1972,7543264
3787,Austria,AUT,1973,7585107
3788,Austria,AUT,1974,7597963
3789,Austria,AUT,1975,7577832
3790,Austria,AUT,1976,7564457
3791,Austria,AUT,1977,7567332
3792,Austria,AUT,1978,7561204
3793,Austria,AUT,1979,7548345
3794,Austria,AUT,1980,7548405
3795,Austria,AUT,1981,7567550
3796,Austria,AUT,1982,7573077
3797,Austria,AUT,1983,7561166
3798,Austria,AUT,1984,7560716
3799,Austria,AUT,1985,7564311
3800,Austria,AUT,1986,7569397
3801,Austria,AUT,1987,7574314
