,Entity,Code,Year,Population (historical)
1521,Andorra,AND,1969,18580
1522,Andorra,AND,1970,19998
1523,Andorra,AND,1971,21466
1524,Andorra,AND,1972,22977
1525,Andorra,AND,1973,24542
1526,Andorra,AND,1974,26153
1527,Andorra,AND,1975,27799
1528,Andorra,AND,1976,29457
1529,Andorra,AND,1977,31125
1530,Andorra,AND,1978,32757
1531,Andorra,AND,1979,34326
1532,Andorra,AND,1980,35802
1533,Andorra,AND,1981,37194
1534,Andorra,AND,1982,38785
1535,Andorra,AND,1983,40586
1536,Andorra,AND,1984,42291
1537,Andorra,AND,1985,43847
1538,Andorra,AND,1986,45758
1539,Andorra,AND,1987,47676
1540,Andorra,AND,1988,49439
1541,Andorra,AND,1989,50638
1542,Andorra,AND,1990,52616
1543,Andorra,AND,1991,56692
1544,Andorra,AND,1992,60216
1545,Andorra,AND,1993,63293
1546,Andorra,AND,1994,64630
1547,Andorra,AND,1995,63935
1548,Andorra,AND,1996,64008
1549,Andorra,AND,1997,64721
1550,Andorra,AND,1998,65399
1551,Andorra,AND,1999,65732
1552,Andorra,AND,2000,65703
1553,Andorra,AND,2001,65874
1554,Andorra,AND,2002,66528
1555,Andorra,AND,2003,69507
1556,Andorra,AND,2004,74342
1557,Andorra,AND,2005,77436
1558,Andorra,AND,2006,79609
1559,Andorra,AND,2007,81900
1560,Andorra,AND,2008,83513
1561,Andorra,AND,2009,83908
1562,Andorra,AND,2010,80726
1563,Andorra,AND,2011,77801
1564,Andorra,AND,2012,76858
1565,Andorra,AND,2013,75220
1566,Andorra,AND,2014,73755
1567,Andorra,AND,2015,72194
1568,Andorra,AND,2016,72197
1569,Andorra,AND,2017,73781
1570,Andorra,AND,2018,75182
1571,Andorra,AND,2019,76491
1572,Andorra,AND,2020,77398
1573,Andorra,AND,2021,78375
1574,Andorra,AND,2022,79722
1575,Andorra,AND,2023,80868
1576,Angola,AGO,-10000,379
1577,Angola,AGO,-9000,633
1578,Angola,AGO,-8000,1055
1579,Angola,AGO,-7000,1758
1580,Angola,AGO,-6000,2930
1581,Angola,AGO,-5000,4884
1582,Angola,AGO,-4000,8141
1583,Angola,AGO,-3000,13569
1584,Angola,AGO,-2000,22615
1585,Angola,AGO,-1000,37692
1586,Angola,AGO,0,62820
1587,Angola,AGO,100,83761
1588,Angola,AGO,200,111681
1589,Angola,AGO,300,148908
1590,Angola,AGO,400,198544
1591,Angola,AGO,500,264726
1592,Angola,AGO,600,352968
1593,Angola,AGO,700,470625
1594,Angola,AGO,800,627500
1595,Angola,AGO,900,815750
1596,Angola,AGO,1000,1004000
1597,Angola,AGO,1100,1171333
1598,Angola,AGO,1200,1338666
1599,Angola,AGO,1300,1506000
1600,Angola,AGO,1400,1757000
1601,Angola,AGO,1500,2008000
1602,Angola,AGO,1600,2133500
1603,Angola,AGO,1700,2259000
1604,Angola,AGO,1710,1176526
1605,Angola,AGO,1720,1192929
1606,Angola,AGO,1730,1210294
1607,Angola,AGO,1740,1228725
1608,Angola,AGO,1750,1248342
1609,Angola,AGO,1760,1269285
1610,Angola,AGO,1770,1291720
1611,Angola,AGO,1780,1315844
1612,Angola,AGO,1790,1341893
1613,Angola,AGO,1800,1567028
1614,Angola,AGO,1801,1567028
1615,Angola,AGO,1802,1567028
1616,Angola,AGO,1803,1567028
1617,Angola,AGO,1804,1567028
1618,Angola,AGO,1805,1567028
1619,Angola,AGO,1806,1567028
1620,Angola,AGO,1807,1567028
1621,Angola,AGO,1808,1567028
1622,Angola,AGO,1809,1567028
1623,Angola,AGO,1810,1567028
1624,Angola,AGO,1811,1567028
1625,Angola,AGO,1812,1567028
1626,Angola,AGO,1813,1567028
1627,Angola,AGO,1814,1567028
1628,Angola,AGO,1815,1567028
1629,Angola,AGO,1816,1567028
1630,Angola,AGO,1817,1567028
1631,Angola,AGO,1818,1567028
1632,Angola,AGO,1819,1571640
1633,Angola,AGO,1820,1580933
1634,Angola,AGO,1821,1594974
1635,Angola,AGO,1822,1613834
1636,Angola,AGO,1823,1637584
1637,Angola,AGO,1824,1661683
1638,Angola,AGO,1825,1686138
1639,Angola,AGO,1826,1710952
1640,Angola,AGO,1827,1736131
1641,Angola,AGO,1828,1761680
1642,Angola,AGO,1829,1787606
1643,Angola,AGO,1830,1813913
1644,Angola,AGO,1831,1840608
1645,Angola,AGO,1832,1867695
1646,Angola,AGO,1833,1895181
1647,Angola,AGO,1834,1923071
1648,Angola,AGO,1835,1951372
1649,Angola,AGO,1836,1980089
1650,Angola,AGO,1837,2009229
1651,Angola,AGO,1838,2038798
1652,Angola,AGO,1839,2068802
1653,Angola,AGO,1840,2099247
1654,Angola,AGO,1841,2130141
1655,Angola,AGO,1842,2161489
1656,Angola,AGO,1843,2193299
1657,Angola,AGO,1844,2225576
1658,Angola,AGO,1845,2258329
1659,Angola,AGO,1846,2291563
1660,Angola,AGO,1847,2325287
1661,Angola,AGO,1848,2359507
1662,Angola,AGO,1849,2390443
1663,Angola,AGO,1850,2418020
1664,Angola,AGO,1851,2445025
1665,Angola,AGO,1852,2468568
1666,Angola,AGO,1853,2488555
1667,Angola,AGO,1854,2508701
1668,Angola,AGO,1855,2529007
1669,Angola,AGO,1856,2549474
1670,Angola,AGO,1857,2570102
1671,Angola,AGO,1858,2590895
1672,Angola,AGO,1859,2611894
1673,Angola,AGO,1860,2633102
1674,Angola,AGO,1861,2654522
1675,Angola,AGO,1862,2676155
1676,Angola,AGO,1863,2698003
1677,Angola,AGO,1864,2720026
1678,Angola,AGO,1865,2742225
1679,Angola,AGO,1866,2764601
1680,Angola,AGO,1867,2787156
1681,Angola,AGO,1868,2809892
1682,Angola,AGO,1869,2831694
1683,Angola,AGO,1870,2852547
1684,Angola,AGO,1871,2872435
1685,Angola,AGO,1872,2891341
1686,Angola,AGO,1873,2909249
1687,Angola,AGO,1874,2927264
1688,Angola,AGO,1875,2945386
1689,Angola,AGO,1876,2963618
1690,Angola,AGO,1877,2981958
1691,Angola,AGO,1878,3000408
1692,Angola,AGO,1879,3018954
1693,Angola,AGO,1880,3037598
1694,Angola,AGO,1881,3056340
1695,Angola,AGO,1882,3075181
1696,Angola,AGO,1883,3094120
1697,Angola,AGO,1884,3113172
1698,Angola,AGO,1885,3132337
1699,Angola,AGO,1886,3151616
1700,Angola,AGO,1887,3171010
1701,Angola,AGO,1888,3190519
1702,Angola,AGO,1889,3203693
1703,Angola,AGO,1890,3210508
1704,Angola,AGO,1891,3210945
1705,Angola,AGO,1892,3204981
1706,Angola,AGO,1893,3192595
1707,Angola,AGO,1894,3180253
1708,Angola,AGO,1895,3167955
1709,Angola,AGO,1896,3155700
1710,Angola,AGO,1897,3143489
1711,Angola,AGO,1898,3131321
1712,Angola,AGO,1899,3117320
1713,Angola,AGO,1900,3101503
1714,Angola,AGO,1901,3083888
1715,Angola,AGO,1902,3064493
1716,Angola,AGO,1903,3043335
1717,Angola,AGO,1904,3022320
1718,Angola,AGO,1905,3001447
1719,Angola,AGO,1906,2980714
1720,Angola,AGO,1907,2960121
1721,Angola,AGO,1908,2939666
1722,Angola,AGO,1909,2921666
1723,Angola,AGO,1910,2906100
1724,Angola,AGO,1911,2892945
1725,Angola,AGO,1912,2882183
1726,Angola,AGO,1913,2873791
1727,Angola,AGO,1914,2865420
1728,Angola,AGO,1915,2857070
1729,Angola,AGO,1916,2848742
1730,Angola,AGO,1917,2840434
1731,Angola,AGO,1918,2829072
1732,Angola,AGO,1919,2828420
1733,Angola,AGO,1920,2838595
1734,Angola,AGO,1921,2859717
1735,Angola,AGO,1922,2891905
1736,Angola,AGO,1923,2935284
1737,Angola,AGO,1924,2979313
1738,Angola,AGO,1925,3024003
1739,Angola,AGO,1926,3069363
1740,Angola,AGO,1927,3115404
1741,Angola,AGO,1928,3162135
1742,Angola,AGO,1929,3208915
1743,Angola,AGO,1930,3255737
1744,Angola,AGO,1931,3302592
1745,Angola,AGO,1932,3349470
1746,Angola,AGO,1933,3396362
1747,Angola,AGO,1934,3443911
1748,Angola,AGO,1935,3492126
1749,Angola,AGO,1936,3541016
1750,Angola,AGO,1937,3590590
1751,Angola,AGO,1938,3640858
1752,Angola,AGO,1939,3694824
1753,Angola,AGO,1940,3752594
1754,Angola,AGO,1941,3814276
1755,Angola,AGO,1942,3879980
1756,Angola,AGO,1943,3949820
1757,Angola,AGO,1944,4020916
1758,Angola,AGO,1945,4093293
1759,Angola,AGO,1946,4166972
1760,Angola,AGO,1947,4241977
1761,Angola,AGO,1948,4318333
1762,Angola,AGO,1949,4397048
1763,Angola,AGO,1950,4551869
1764,Angola,AGO,1951,4602567
1765,Angola,AGO,1952,4651693
1766,Angola,AGO,1953,4706358
1767,Angola,AGO,1954,4766716
1768,Angola,AGO,1955,4832774
1769,Angola,AGO,1956,4904275
1770,Angola,AGO,1957,4980651
1771,Angola,AGO,1958,5061138
1772,Angola,AGO,1959,5145106
1773,Angola,AGO,1960,5231664
1774,Angola,AGO,1961,5301584
1775,Angola,AGO,1962,5354314
1776,Angola,AGO,1963,5408335
1777,Angola,AGO,1964,5464187
1778,Angola,AGO,1965,5521983
1779,Angola,AGO,1966,5581392
1780,Angola,AGO,1967,5641809
1781,Angola,AGO,1968,5702705
1782,Angola,AGO,1969,5763693
1783,Angola,AGO,1970,5852791
1784,Angola,AGO,1971,5991114
1785,Angola,AGO,1972,6174269
1786,Angola,AGO,1973,6388534
1787,Angola,AGO,1974,6613370
1788,Angola,AGO,1975,6842951
1789,Angola,AGO,1976,7074668
1790,Angola,AGO,1977,7317836
1791,Angola,AGO,1978,7576742
1792,Angola,AGO,1979,7847208
1793,Angola,AGO,1980,8133868
1794,Angola,AGO,1981,8435604
1795,Angola,AGO,1982,8751653
1796,Angola,AGO,1983,9082985
1797,Angola,AGO,1984,9425922
1798,Angola,AGO,1985,9779125
1799,Angola,AGO,1986,10139458
1800,Angola,AGO,1987,10497864
1801,Angola,AGO,1988,10861301
1802,Angola,AGO,1989,11238562
1803,Angola,AGO,1990,11626359
1804,Angola,AGO,1991,12023533
1805,Angola,AGO,1992,12423717
1806,Angola,AGO,1993,12827135
1807,Angola,AGO,1994,13249762
1808,Angola,AGO,1995,13699780
1809,Angola,AGO,1996,14170973
1810,Angola,AGO,1997,14660420
1811,Angola,AGO,1998,15159377
1812,Angola,AGO,1999,15667234
1813,Angola,AGO,2000,16194872
1814,Angola,AGO,2001,16747204
1815,Angola,AGO,2002,17327701
1816,Angola,AGO,2003,17943717
1817,Angola,AGO,2004,18600426
1818,Angola,AGO,2005,19291161
1819,Angola,AGO,2006,20015280
1820,Angola,AGO,2007,20778569
1821,Angola,AGO,2008,21578655
1822,Angola,AGO,2009,22414774
1823,Angola,AGO,2010,23294821
1824,Angola,AGO,2011,24218358
1825,Angola,AGO,2012,25177399
1826,Angola,AGO,2013,26165616
1827,Angola,AGO,2014,27160766
1828,Angola,AGO,2015,28157801
1829,Angola,AGO,2016,29183072
1830,Angola,AGO,2017,30234837
1831,Angola,AGO,2018,31297160
1832,Angola,AGO,2019,32375632
1833,Angola,AGO,2020,33451140
1834,Angola,AGO,2021,34532427
1835,Angola,AGO,2022,35635028
1836,Angola,AGO,2023,36749907
1837,Anguilla,AIA,-7000,1
1838,Anguilla,AIA,-6000,3
1839,Anguilla,AIA,-5000,7
1840,Anguilla,AIA,-4000,14
1841,Anguilla,AIA,-3000,29
1842,Anguilla,AIA,-2000,58
1843,Anguilla,AIA,-1000,116
1844,Anguilla,AIA,0,233
1845,Anguilla,AIA,100,254
1846,Anguilla,AIA,200,278
1847,Anguilla,AIA,300,303
1848,Anguilla,AIA,400,330
1849,Anguilla,AIA,500,361
1850,Anguilla,AIA,600,393
1851,Anguilla,AIA,700,429
1852,Anguilla,AIA,800,468
1853,Anguilla,AIA,900,511
1854,Anguilla,AIA,1000,557
1855,Anguilla,AIA,1100,608
1856,Anguilla,AIA,1200,663
1857,Anguilla,AIA,1300,724
1858,Anguilla,AIA,1400,790
1859,Anguilla,AIA,1500,861
1860,Anguilla,AIA,1600,940
1861,Anguilla,AIA,1700,1025
1862,Anguilla,AIA,1710,1139
1863,Anguilla,AIA,1720,1266
1864,Anguilla,AIA,1730,1406
1865,Anguilla,AIA,1740,1585
1866,Anguilla,AIA,1750,1763
1867,Anguilla,AIA,1760,1941
1868,Anguilla,AIA,1770,2119
1869,Anguilla,AIA,1780,2298
1870,Anguilla,AIA,1790,2476
1871,Anguilla,AIA,1800,2654
1872,Anguilla,AIA,1810,2832
1873,Anguilla,AIA,1820,3010
1874,Anguilla,AIA,1830,3100
1875,Anguilla,AIA,1840,2950
1876,Anguilla,AIA,1850,3071
1877,Anguilla,AIA,1860,2965
1878,Anguilla,AIA,1870,2815
1879,Anguilla,AIA,1880,3160
1880,Anguilla,AIA,1890,3650
1881,Anguilla,AIA,1900,3980
1882,Anguilla,AIA,1910,4160
1883,Anguilla,AIA,1920,4187
1884,Anguilla,AIA,1930,4994
1885,Anguilla,AIA,1940,5533
1886,Anguilla,AIA,1950,5022
1887,Anguilla,AIA,1951,5229
1888,Anguilla,AIA,1952,5388
1889,Anguilla,AIA,1953,5522
1890,Anguilla,AIA,1954,5668
1891,Anguilla,AIA,1955,5763
1892,Anguilla,AIA,1956,5801
1893,Anguilla,AIA,1957,5823
1894,Anguilla,AIA,1958,5819
1895,Anguilla,AIA,1959,5800
1896,Anguilla,AIA,1960,5801
1897,Anguilla,AIA,1961,5846
1898,Anguilla,AIA,1962,5899
1899,Anguilla,AIA,1963,5943
1900,Anguilla,AIA,1964,5994
1901,Anguilla,AIA,1965,6040
1902,Anguilla,AIA,1966,6095
1903,Anguilla,AIA,1967,6150
1904,Anguilla,AIA,1968,6207
1905,Anguilla,AIA,1969,6257
1906,Anguilla,AIA,1970,6324
1907,Anguilla,AIA,1971,6376
1908,Anguilla,AIA,1972,6427
1909,Anguilla,AIA,1973,6466
1910,Anguilla,AIA,1974,6502
1911,Anguilla,AIA,1975,6519
1912,Anguilla,AIA,1976,6545
1913,Anguilla,AIA,1977,6567
1914,Anguilla,AIA,1978,6587
1915,Anguilla,AIA,1979,6602
1916,Anguilla,AIA,1980,6612
1917,Anguilla,AIA,1981,6628
1918,Anguilla,AIA,1982,6653
1919,Anguilla,AIA,1983,6672
1920,Anguilla,AIA,1984,6764
1921,Anguilla,AIA,1985,6978
1922,Anguilla,AIA,1986,7245
1923,Anguilla,AIA,1987,7519
1924,Anguilla,AIA,1988,7807
1925,Anguilla,AIA,1989,8116
1926,Anguilla,AIA,1990,8422
1927,Anguilla,AIA,1991,8728
1928,Anguilla,AIA,1992,9005
1929,Anguilla,AIA,1993,9252
1930,Anguilla,AIA,1994,9489
1931,Anguilla,AIA,1995,9738
1932,Anguilla,AIA,1996,10000
1933,Anguilla,AIA,1997,10278
1934,Anguilla,AIA,1998,10557
1935,Anguilla,AIA,1999,10864
1936,Anguilla,AIA,2000,11196
1937,Anguilla,AIA,2001,11497
1938,Anguilla,AIA,2002,11714
1939,Anguilla,AIA,2003,11903
1940,Anguilla,AIA,2004,12092
1941,Anguilla,AIA,2005,12290
1942,Anguilla,AIA,2006,12493
1943,Anguilla,AIA,2007,12697
1944,Anguilla,AIA,2008,12911
1945,Anguilla,AIA,2009,13138
1946,Anguilla,AIA,2010,13372
1947,Anguilla,AIA,2011,13593
1948,Anguilla,AIA,2012,13401
1949,Anguilla,AIA,2013,13272
1950,Anguilla,AIA,2014,13748
1951,Anguilla,AIA,2015,14235
1952,Anguilla,AIA,2016,14344
1953,Anguilla,AIA,2017,14449
1954,Anguilla,AIA,2018,14746
1955,Anguilla,AIA,2019,14845
1956,Anguilla,AIA,2020,14864
1957,Anguilla,AIA,2021,14503
1958,Anguilla,AIA,2022,14202
1959,Anguilla,AIA,2023,14435
1960,Antigua and Barbuda,ATG,-10000,1
1961,Antigua and Barbuda,ATG,-9000,3
1962,Antigua and Barbuda,ATG,-8000,7
1963,Antigua and Barbuda,ATG,-7000,14
1964,Antigua and Barbuda,ATG,-6000,29
1965,Antigua and Barbuda,ATG,-5000,58
1966,Antigua and Barbuda,ATG,-4000,117
1967,Antigua and Barbuda,ATG,-3000,235
1968,Antigua and Barbuda,ATG,-2000,471
1969,Antigua and Barbuda,ATG,-1000,943
1970,Antigua and Barbuda,ATG,0,1887
1971,Antigua and Barbuda,ATG,100,2059
1972,Antigua and Barbuda,ATG,200,2246
1973,Antigua and Barbuda,ATG,300,2451
1974,Antigua and Barbuda,ATG,400,2675
1975,Antigua and Barbuda,ATG,500,2920
1976,Antigua and Barbuda,ATG,600,3187
1977,Antigua and Barbuda,ATG,700,3478
1978,Antigua and Barbuda,ATG,800,3797
1979,Antigua and Barbuda,ATG,900,4145
1980,Antigua and Barbuda,ATG,1000,4525
1981,Antigua and Barbuda,ATG,1100,4941
1982,Antigua and Barbuda,ATG,1200,5396
1983,Antigua and Barbuda,ATG,1300,5894
1984,Antigua and Barbuda,ATG,1400,6438
1985,Antigua and Barbuda,ATG,1500,7035
1986,Antigua and Barbuda,ATG,1600,7688
1987,Antigua and Barbuda,ATG,1700,8404
1988,Antigua and Barbuda,ATG,1710,9335
1989,Antigua and Barbuda,ATG,1720,10369
1990,Antigua and Barbuda,ATG,1730,11518
1991,Antigua and Barbuda,ATG,1740,12794
1992,Antigua and Barbuda,ATG,1750,14212
1993,Antigua and Barbuda,ATG,1760,15787
1994,Antigua and Barbuda,ATG,1770,17537
1995,Antigua and Barbuda,ATG,1780,19480
1996,Antigua and Barbuda,ATG,1790,21640
1997,Antigua and Barbuda,ATG,1800,37000
1998,Antigua and Barbuda,ATG,1801,37000
1999,Antigua and Barbuda,ATG,1802,37000
2000,Antigua and Barbuda,ATG,1803,37000
2001,Antigua and Barbuda,ATG,1804,37000
2002,Antigua and Barbuda,ATG,1805,37000
2003,Antigua and Barbuda,ATG,1806,37000
2004,Antigua and Barbuda,ATG,1807,37000
2005,Antigua and Barbuda,ATG,1808,37000
2006,Antigua and Barbuda,ATG,1809,37000
2007,Antigua and Barbuda,ATG,1810,37000
2008,Antigua and Barbuda,ATG,1811,37000
2009,Antigua and Barbuda,ATG,1812,37000
2010,Antigua and Barbuda,ATG,1813,37000
2011,Antigua and Barbuda,ATG,1814,37000
2012,Antigua and Barbuda,ATG,1815,37000
2013,Antigua and Barbuda,ATG,1816,37000
2014,Antigua and Barbuda,ATG,1817,37000
2015,Antigua and Barbuda,ATG,1818,37000
2016,Antigua and Barbuda,ATG,1819,37000
2017,Antigua and Barbuda,ATG,1820,37000
2018,Antigua and Barbuda,ATG,1821,37000
2019,Antigua and Barbuda,ATG,1822,37000
2020,Antigua and Barbuda,ATG,1823,37000
2021,Antigua and Barbuda,ATG,1824,37000
2022,Antigua and Barbuda,ATG,1825,37000
2023,Antigua and Barbuda,ATG,1826,37000
2024,Antigua and Barbuda,ATG,1827,37000
2025,Antigua and Barbuda,ATG,1828,37000
2026,Antigua and Barbuda,ATG,1829,37000
2027,Antigua and Barbuda,ATG,1830,37000
2028,Antigua and Barbuda,ATG,1831,37000
2029,Antigua and Barbuda,ATG,1832,37000
2030,Antigua and Barbuda,ATG,1833,37000
2031,Antigua and Barbuda,ATG,1834,37000
2032,Antigua and Barbuda,ATG,1835,37000
2033,Antigua and Barbuda,ATG,1836,37000
2034,Antigua and Barbuda,ATG,1837,37000
2035,Antigua and Barbuda,ATG,1838,37000
2036,Antigua and Barbuda,ATG,1839,37000
2037,Antigua and Barbuda,ATG,1840,37000
2038,Antigua and Barbuda,ATG,1841,37000
2039,Antigua and Barbuda,ATG,1842,37000
2040,Antigua and Barbuda,ATG,1843,37000
2041,Antigua and Barbuda,ATG,1844,37000
2042,Antigua and Barbuda,ATG,1845,37000
2043,Antigua and Barbuda,ATG,1846,37000
2044,Antigua and Barbuda,ATG,1847,37000
2045,Antigua and Barbuda,ATG,1848,37000
2046,Antigua and Barbuda,ATG,1849,37000
2047,Antigua and Barbuda,ATG,1850,37000
2048,Antigua and Barbuda,ATG,1851,36992
2049,Antigua and Barbuda,ATG,1852,36985
2050,Antigua and Barbuda,ATG,1853,36977
2051,Antigua and Barbuda,ATG,1854,36970
2052,Antigua and Barbuda,ATG,1855,36962
2053,Antigua and Barbuda,ATG,1856,36955
2054,Antigua and Barbuda,ATG,1857,36947
2055,Antigua and Barbuda,ATG,1858,36940
2056,Antigua and Barbuda,ATG,1859,36891
2057,Antigua and Barbuda,ATG,1860,36802
2058,Antigua and Barbuda,ATG,1861,36673
2059,Antigua and Barbuda,ATG,1862,36503
2060,Antigua and Barbuda,ATG,1863,36293
2061,Antigua and Barbuda,ATG,1864,36085
2062,Antigua and Barbuda,ATG,1865,35877
2063,Antigua and Barbuda,ATG,1866,35671
2064,Antigua and Barbuda,ATG,1867,35466
2065,Antigua and Barbuda,ATG,1868,35263
2066,Antigua and Barbuda,ATG,1869,35099
2067,Antigua and Barbuda,ATG,1870,34974
2068,Antigua and Barbuda,ATG,1871,34889
2069,Antigua and Barbuda,ATG,1872,34843
2070,Antigua and Barbuda,ATG,1873,34836
2071,Antigua and Barbuda,ATG,1874,34829
2072,Antigua and Barbuda,ATG,1875,34822
2073,Antigua and Barbuda,ATG,1876,34815
2074,Antigua and Barbuda,ATG,1877,34808
2075,Antigua and Barbuda,ATG,1878,34801
2076,Antigua and Barbuda,ATG,1879,34832
2077,Antigua and Barbuda,ATG,1880,34903
2078,Antigua and Barbuda,ATG,1881,35013
2079,Antigua and Barbuda,ATG,1882,35162
2080,Antigua and Barbuda,ATG,1883,35351
2081,Antigua and Barbuda,ATG,1884,35540
2082,Antigua and Barbuda,ATG,1885,35731
2083,Antigua and Barbuda,ATG,1886,35923
2084,Antigua and Barbuda,ATG,1887,36116
2085,Antigua and Barbuda,ATG,1888,36309
2086,Antigua and Barbuda,ATG,1889,36423
2087,Antigua and Barbuda,ATG,1890,36455
2088,Antigua and Barbuda,ATG,1891,36408
2089,Antigua and Barbuda,ATG,1892,36280
2090,Antigua and Barbuda,ATG,1893,36071
2091,Antigua and Barbuda,ATG,1894,35864
2092,Antigua and Barbuda,ATG,1895,35658
2093,Antigua and Barbuda,ATG,1896,35453
2094,Antigua and Barbuda,ATG,1897,35249
2095,Antigua and Barbuda,ATG,1898,35047
2096,Antigua and Barbuda,ATG,1899,34822
2097,Antigua and Barbuda,ATG,1900,34575
2098,Antigua and Barbuda,ATG,1901,34307
2099,Antigua and Barbuda,ATG,1902,34017
2100,Antigua and Barbuda,ATG,1903,33707
2101,Antigua and Barbuda,ATG,1904,33399
2102,Antigua and Barbuda,ATG,1905,33095
2103,Antigua and Barbuda,ATG,1906,32793
2104,Antigua and Barbuda,ATG,1907,32493
2105,Antigua and Barbuda,ATG,1908,32197
2106,Antigua and Barbuda,ATG,1909,31919
2107,Antigua and Barbuda,ATG,1910,31659
2108,Antigua and Barbuda,ATG,1911,31417
2109,Antigua and Barbuda,ATG,1912,31193
2110,Antigua and Barbuda,ATG,1913,30985
2111,Antigua and Barbuda,ATG,1914,30780
2112,Antigua and Barbuda,ATG,1915,30575
2113,Antigua and Barbuda,ATG,1916,30373
2114,Antigua and Barbuda,ATG,1917,30171
2115,Antigua and Barbuda,ATG,1918,29977
2116,Antigua and Barbuda,ATG,1919,29841
2117,Antigua and Barbuda,ATG,1920,29765
2118,Antigua and Barbuda,ATG,1921,29746
2119,Antigua and Barbuda,ATG,1922,29786
2120,Antigua and Barbuda,ATG,1923,29884
2121,Antigua and Barbuda,ATG,1924,29982
2122,Antigua and Barbuda,ATG,1925,30081
2123,Antigua and Barbuda,ATG,1926,30179
2124,Antigua and Barbuda,ATG,1927,30279
2125,Antigua and Barbuda,ATG,1928,30378
2126,Antigua and Barbuda,ATG,1929,30646
2127,Antigua and Barbuda,ATG,1930,31089
2128,Antigua and Barbuda,ATG,1931,31712
2129,Antigua and Barbuda,ATG,1932,32522
2130,Antigua and Barbuda,ATG,1933,33525
2131,Antigua and Barbuda,ATG,1934,34559
2132,Antigua and Barbuda,ATG,1935,35624
2133,Antigua and Barbuda,ATG,1936,36723
2134,Antigua and Barbuda,ATG,1937,37855
2135,Antigua and Barbuda,ATG,1938,39022
2136,Antigua and Barbuda,ATG,1939,40042
2137,Antigua and Barbuda,ATG,1940,40909
2138,Antigua and Barbuda,ATG,1941,41617
2139,Antigua and Barbuda,ATG,1942,42158
2140,Antigua and Barbuda,ATG,1943,42526
2141,Antigua and Barbuda,ATG,1944,42897
2142,Antigua and Barbuda,ATG,1945,43272
2143,Antigua and Barbuda,ATG,1946,43650
2144,Antigua and Barbuda,ATG,1947,44031
2145,Antigua and Barbuda,ATG,1948,44416
2146,Antigua and Barbuda,ATG,1949,44883
2147,Antigua and Barbuda,ATG,1950,45462
2148,Antigua and Barbuda,ATG,1951,46444
2149,Antigua and Barbuda,ATG,1952,47416
2150,Antigua and Barbuda,ATG,1953,48401
2151,Antigua and Barbuda,ATG,1954,49393
2152,Antigua and Barbuda,ATG,1955,50395
2153,Antigua and Barbuda,ATG,1956,51400
2154,Antigua and Barbuda,ATG,1957,52426
2155,Antigua and Barbuda,ATG,1958,53474
2156,Antigua and Barbuda,ATG,1959,54549
2157,Antigua and Barbuda,ATG,1960,55621
2158,Antigua and Barbuda,ATG,1961,56553
2159,Antigua and Barbuda,ATG,1962,57350
2160,Antigua and Barbuda,ATG,1963,58157
2161,Antigua and Barbuda,ATG,1964,59034
2162,Antigua and Barbuda,ATG,1965,59986
2163,Antigua and Barbuda,ATG,1966,60909
2164,Antigua and Barbuda,ATG,1967,61857
2165,Antigua and Barbuda,ATG,1968,62831
2166,Antigua and Barbuda,ATG,1969,63832
2167,Antigua and Barbuda,ATG,1970,64549
2168,Antigua and Barbuda,ATG,1971,64748
2169,Antigua and Barbuda,ATG,1972,64631
2170,Antigua and Barbuda,ATG,1973,64361
2171,Antigua and Barbuda,ATG,1974,64074
2172,Antigua and Barbuda,ATG,1975,63854
2173,Antigua and Barbuda,ATG,1976,63778
2174,Antigua and Barbuda,ATG,1977,63882
2175,Antigua and Barbuda,ATG,1978,64055
2176,Antigua and Barbuda,ATG,1979,64297
2177,Antigua and Barbuda,ATG,1980,64529
2178,Antigua and Barbuda,ATG,1981,64684
2179,Antigua and Barbuda,ATG,1982,64800
2180,Antigua and Barbuda,ATG,1983,64952
2181,Antigua and Barbuda,ATG,1984,64898
2182,Antigua and Barbuda,ATG,1985,64606
2183,Antigua and Barbuda,ATG,1986,64293
2184,Antigua and Barbuda,ATG,1987,63964
2185,Antigua and Barbuda,ATG,1988,63641
2186,Antigua and Barbuda,ATG,1989,63346
2187,Antigua and Barbuda,ATG,1990,63087
2188,Antigua and Barbuda,ATG,1991,63406
2189,Antigua and Barbuda,ATG,1992,64421
2190,Antigua and Barbuda,ATG,1993,65600
2191,Antigua and Barbuda,ATG,1994,66860
2192,Antigua and Barbuda,ATG,1995,68209
2193,Antigua and Barbuda,ATG,1996,69628
2194,Antigua and Barbuda,ATG,1997,71071
2195,Antigua and Barbuda,ATG,1998,72429
2196,Antigua and Barbuda,ATG,1999,73681
2197,Antigua and Barbuda,ATG,2000,74929
2198,Antigua and Barbuda,ATG,2001,76082
2199,Antigua and Barbuda,ATG,2002,77049
2200,Antigua and Barbuda,ATG,2003,77895
2201,Antigua and Barbuda,ATG,2004,78734
2202,Antigua and Barbuda,ATG,2005,79628
2203,Antigua and Barbuda,ATG,2006,80619
2204,Antigua and Barbuda,ATG,2007,81716
2205,Antigua and Barbuda,ATG,2008,82926
2206,Antigua and Barbuda,ATG,2009,84192
2207,Antigua and Barbuda,ATG,2010,85337
2208,Antigua and Barbuda,ATG,2011,86349
2209,Antigua and Barbuda,ATG,2012,87275
2210,Antigua and Barbuda,ATG,2013,88074
2211,Antigua and Barbuda,ATG,2014,88783
